News#,	Title Content,	match,	Score,	Polarity
584,	FEDERAL CO FFF SETS REGULAR PAYOUT,	0,	[],	Neutral
585,	TRANSCANADA PIPE TRP SETS SHARE REDEMPTION,	1,	[redemption],	Positive
586,	SOUTHWESTERN BELL SBC SEES EARNINGS DILUTION,	0,	[],	Neutral
587,	BOLIVIAN DEBT BUYBACK PLAN SAID GAINING GROUND,	0,	[debt  gaining],	Neutral
588,	BRAZIL WANTS TO INCREASE STEEL EXPORTS TO U.S.,	0,	[],	Neutral
589,	XYLOGICS IN INITIAL PUBLIC OFFERING,	0,	[],	Neutral
590,	DETROIT EDISON DTE REGISTERS BONDS,	0,	[],	Neutral
591,	S/P DOWNGRADES DANA CORP'S 900 MLN DLRS OF DEBT,	-1,	[debt],	Negative
592,	ANCHOR SAVINGS BANK OFFERING FULLY SUBSCRIBED,	1,	[savings],	Positive
593,	LEAR SIEGLER HOLDING CORP PLANS TO DIVEST AEROSPACE SUBSIDIARY,	0,	[],	Neutral
594,	VARITY CORP YEAR SHR LOSS 21 CTS VS LOSS 16 CTS,	-2,	[loss  loss],	Negative
595,	NORDSON NDSN SETS 3-FOR-2 SPLIT,	-1,	[split],	Negative
596,	BALDRIGE SEES U.S. TRADE DEFICIT STARTING TO DECLINE IN FEB OR MARCH DATA,	-1,	[decline],	Negative
597,	S/P MAY UPGRADE WAINOCO OIL WOL,	0,	[],	Neutral
598,	U.S. BUDGET DIRECTOR WARNS AGAINST TAX INCREASE,	0,	[],	Neutral
599,	BALDRIGE SEES U.S. TRADE GAP DROPPING SOON,	0,	[],	Neutral
600,	NORMAL WORK RESUMES AT NEW ZEALAND PORTS,	1,	[work],	Positive
601,	VARITY CORP VAT 4TH QTR JAN 31 LOSS,	-1,	[loss],	Negative
602,	INDIANA FEDERAL IFSL 4TH QTR NET,	0,	[],	Neutral
603,	LEAR-SIEGLER HOLDING TO DIVEST AEROSPACE UNIT,	0,	[],	Neutral
604,	RUBBERMAID RBD COMPLETES ACQUISITIONS,	0,	[],	Neutral
605,	KANSAS POWER AND LIGHT KAN CHAIRMAN LEAVING,	0,	[],	Neutral
606,	CRYSTAL OIL CO COR 4TH QTR LOSS,	-1,	[loss],	Negative
607,	CHEMFIX TECHNOLOGIES CFIX 2ND QTR FEB 28 NET,	0,	[],	Neutral
608,	FEDERAL-MOGUL CORP FMO SETS REGULAR DIVIDEND,	0,	[],	Neutral
609,	IOWA RESOURCES INC IOR DECLARES QTLY DIVIDEND,	0,	[],	Neutral
610,	EIA SAYS DISTILLATE STOCKS OFF 3.2 MLN BBLS  GASOLINE UP 2.2 MLN  CRUDE UP 7.5 MLN,	-1,	[crude],	Negative
611,	U.S. HOME RESALES UP IN FEBRUARY  REALTORS SAY,	0,	[],	Neutral
612,	EL PASO ELECTRIC ELPA TO BUY BACK BONDS,	0,	[],	Neutral
613,	LOWER U.S. SOYBEAN LOAN IDEA SHARPLY CRITICIZED,	-2,	[sharply  criticized],	Negative
614,	FIDUCIARY TRUST CO IN FIVE-FOR-ONE STOCK SPLIT,	0,	[trust  split],	Neutral
615,	MODULAIRE MODX BUYS BOISE HOMES PROPERTY,	0,	[],	Neutral
616,	U.S. HOUSE PANEL ADOPTS BILL THAT COULD BAR JAPANESE PRIMARY DEALERS,	0,	[],	Neutral
617,	LITTLE SUPPORT FOR MANDATORY ACREAGE CUTS - LYNG,	1,	[support],	Positive
618,	UAL UAL UNIT LINKS RESERVATION SERVICE,	0,	[],	Neutral
619,	DANA CORP DCN DEBT LOWERED BY S/P,	-1,	[debt],	Negative
620,	MINNESOTA POWER MPL SELLS SEVEN-YEAR BONDS,	0,	[],	Neutral
621,	LA QUINTA MOTOR INNS INCLQM3RD QTR FEB 28 NET,	0,	[],	Neutral
622,	KANSAS CITY SOUTHERN INDUSTRIES SAYS IT EAGER TO PURCHASE SOUTHERN PACIFIC RAILROAD,	1,	[eager],	Positive
623,	FNMA ANNOUNCES 10 AND 20-YEAR MORTGAGE PRODUCTS,	0,	[],	Neutral
624,	U.S. CHIPMAKERS URGE SANCTIONS AGAINST JAPAN,	0,	[],	Neutral
625,	U.S. LEGISLATION COULD BAR JAPANESE DEALERS,	0,	[],	Neutral
626,	BOLIVIAN DEBT BUYBACK PLAN GAINS GROUND,	0,	[debt  gains],	Neutral
627,	PDVSA PICKS ARCO-AGIP CONSORTIUM IN COAL VENTURE,	0,	[],	Neutral
628,	S/P DOWNGRADES CHASE  CHEMICAL  IRVING  MANUFACTURERS  MELLON AND SECURITY PACIFIC,	0,	[],	Neutral
629,	ICN ICN SAYS KODAK SALE WILL NOT AFFECT R/D,	0,	[],	Neutral
630,	RECENT U.S. OIL DEMAND UP 0.1 PCT FROM YEAR AGO,	0,	[],	Neutral
631,	FED APPROVES CHEMICAL BANK ACQUISITION OF TEXAS COMMERCE BANCSHARES,	0,	[],	Neutral
632,	S/P DOWNGRADES SIX U.S. MONEY CENTER BANKS,	0,	[],	Neutral
633,	KANSAS CITY KSU READY TO BUY SOUTHERN PACIFIC,	1,	[ready],	Positive
634,	GENCORP GY BID COULD BE RAISED  GROUP SAYS,	0,	[],	Neutral
635,	UNOCAL UCL PLANS INCREASE IN CAPITAL SPENDING,	0,	[],	Neutral
636,	FED APPROVES CHEMICAL NEW YORK CHL MERGER,	0,	[],	Neutral
637,	VARITYVAT SEES IMPROVED RESULTS AFTER 1ST QTR,	1,	[improved],	Positive
638,	CAMPBELL RESOURCES CCH UPS MESTON LAKE STAKE,	0,	[],	Neutral
639,	FPL GROUP FPL UNIT FILES TO OFFER PREFERRED,	0,	[],	Neutral
640,	METROBANC MTBC SHAREHOLDERS APPROVE MERGER,	1,	[approve],	Positive
641,	CONNECTICUT ENERGY CNEUNIT SEEKS HIGHER RATES,	0,	[],	Neutral
642,	CATTLEMEN ASSESSING DEATH LOSS FROM STORM,	-2,	[death  loss],	Negative
643,	PLAINS RESOURCES INC PLNS YEAR LOSS,	-1,	[loss],	Negative
644,	ECUADOR SIGNS 280 MLN DLR IADB LOAN,	0,	[],	Neutral
645,	PERU'S DEBT OBLIGATIONS HIT 6.3 BILLION DLRS IN 1987,	-1,	[debt],	Negative
646,	PENNZOIL (PZL) WILLING TO SETTLE TEXACO (TX) LAWSUIT,	1,	[willing],	Positive
647,	FARM CREDIT SYSTEM TO ASK FOR CONGRESSIONAL AID,	0,	[],	Neutral
648,	GV MEDICAL INC GVMI 4TH QTR LOSS,	-1,	[loss],	Negative
649,	FIRST FEDERAL/ARKANSAS FARK IN COURT RULING,	0,	[],	Neutral
650,	IBC PRESIDENT NOT TO ATTEND ICO EXECUTIVE BOARD,	0,	[],	Neutral
651,	COLOMBIA TO MAINTAIN FOREIGN BORROWING LEVELS,	0,	[],	Neutral
652,	EXCHANGE RATE BILL CLEARS U.S. HOUSE PANEL,	1,	[clears],	Positive
653,	U.S. CHIPMAKERS URGE SANCTIONS AGAINST JAPAN,	0,	[],	Neutral
654,	LOMAC TO PAY COSTS IN FIRST SUPERFUND AGREEMENT,	1,	[agreement],	Positive
655,	WORLD BANK AFFILIATE PROVIDES CREDIT FOR HAITI,	0,	[],	Neutral
656,	U.S. AGRICULTURE SECY DOUBTFUL ON DEFICIT GOAL,	-1,	[doubtful],	Negative
657,	CLABIR CLG  AMBRIT ABI CALL OFF MERGER,	0,	[],	Neutral
658,	FAA ORDERS VOICE RECORDERS ON NEW COMMUTER CRAFT,	0,	[],	Neutral
659,	TELECOMMUNICATIONS BILL CLEARS U.S. HOUSE PANEL,	1,	[clears],	Positive
660,	BANK BOARD TAKES CONTROL OF FLORIDA THRIFT,	1,	[thrift],	Positive
661,	MOODY'S DOWNGRADES ZENITH ELECTRONICS ZE DEBT,	0,	[zenith  debt],	Neutral
662,	SDC SYDNEY REPLACES CHAIRMAN,	0,	[],	Neutral
663,	COST OF PIK CERTIFICATES TO BE EYED BY CONGRESS,	0,	[],	Neutral
664,	DAILY TELEGRAPH IN DEAL WITH NEWS INTERNATIONAL,	0,	[],	Neutral
665,	USACAFES USF UNIT POSTS RECORD WEEKLY SALES,	0,	[],	Neutral
666,	MACAO TO KEEP EXISTING SYSTEM FOR 50 YEARS,	0,	[],	Neutral
667,	FRIEDMAN INDUSTRIES INC FRD QUARTERLY DIV,	0,	[],	Neutral
668,	CHIRAC SEES FASTER PRIVATISATION,	1,	[faster],	Positive
669,	IADB MEETING ENDS WITH U.S. ISOLATED ON REFORM,	0,	[isolated  reform],	Neutral
670,	LATIN OIL PRODUCERS TO MEET IN CARACAS,	0,	[],	Neutral
671,	AUSTRALIAN RESERVE BANK CUTS REDISCOUNT RATE,	0,	[],	Neutral
672,	ARGENTINA SAYS COULD FOLLOW BRAZILIAN DEBT MOVE,	-1,	[debt],	Negative
673,	GENOVA GNVA SIGNS DEFINITIVE MERGER AGREEMENT,	1,	[agreement],	Positive
674,	PENOBSCOT SHOE CO PSO 1ST QTR FEB 27 NET,	0,	[],	Neutral
675,	DREXEL SAYS BUSINESS STRONG DESPITE TRADE PROBE,	1,	[strong],	Positive
676,	DAUSTER SAYS NO CHANGE IN BRAZIL'S COFFEE POLICY,	0,	[],	Neutral
677,	EXCHANGE RATE BILL CLEARS U.S. HOUSE PANEL,	1,	[clears],	Positive
678,	CONSOLIDATE CAPITAL TRUST CIOTS 4TH QTR NET,	1,	[trust],	Positive
679,	SARNEY REITERATES THAT BRAZIL WILL NOT GO TO IMF,	0,	[],	Neutral
680,	U.S. BANKS SEEN STEPPING UP SECURITIES ROLE,	0,	[],	Neutral
681,	PALO VERDE UNIT 3 GRANTED OPERATING LICENSE,	0,	[],	Neutral
682,	TREASURY'S BAKER SAYS HE STANDS BY PARIS PACT TO FOSTER STABLE CURRENCIES,	1,	[stable],	Positive
683,	MEMBERS VOTE TO DISSOLVE U.S. FARM CO-OP,	0,	[],	Neutral
684,	U.S. SENATE FARM PANEL MAKEUP STILL IN DOUBT,	-1,	[doubt],	Negative
685,	BAKER SAYS HE STANDS BY PARIS CURRENCY AGREEMENT,	1,	[agreement],	Positive
686,	BAKER DECLINES COMMENT ON VOLCKER REAPPOINTMENT,	-1,	[declines],	Negative
687,	CHINA SAYS 1986 BUDGET DEFICIT 7.08 BILLION YUAN,	0,	[],	Neutral
688,	GUYANA FINANCE MINISTER OPTIMISTIC BUT SEEKS HELP,	1,	[optimistic],	Positive
689,	BAKER OPPOSES STOCK TRANSACTION TAX PROPOSAL,	0,	[],	Neutral
690,	BAKER SEEKS MORE BANK LOANS TO DEVELOPING NATIONS,	0,	[],	Neutral
691,	LIBYANS APPEAR TO BE PULLING OUT OF CHAD,	0,	[],	Neutral
692,	CHINA  PORTUGAL INITIAL MACAO PACT,	0,	[],	Neutral
693,	BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP,	0,	[],	Neutral
694,	Sumita says further yen rise would adversely affect Japanese economy,	0,	[],	Neutral
695,	Sumita says major nations will continue to cooperate to stabilize currencies,	1,	[stabilize],	Positive
696,	N.Z. MONEY SUPPLY RISES 2.4 PCT IN JANUARY,	0,	[],	Neutral
697,	FURTHER YEN RISE WOULD HURT JAPAN ECONOMY  SUMITA,	-1,	[hurt],	Negative
698,	JAPAN VTR AND TV EXPORTS FALL IN FEBRUARY,	-1,	[fall],	Negative
699,	DEMOCRAT LOSES BID TO WIN CONTRA AID ACCOUNTING,	0,	[loses  win],	Neutral
700,	EC LINKS AGRICULTURAL TRADE TALKS TO OTHER REFORM,	1,	[reform],	Positive
701,	VIETNAM'S ARMY ORDERED TO GROW MORE FOOD,	0,	[],	Neutral
702,	LINDE TURNOVER UP IN FIRST TWO MONTHS OF 1987,	0,	[],	Neutral
703,	LINDE AG LING.F 1986 YEAR,	0,	[],	Neutral
704,	PACIFIC DUNLOP ANNOUNCES AIDS PROTECTION DISCOVERY,	1,	[protection],	Positive
705,	BANK OF NEW ZEALAND SHARES TO BE LISTED NEXT WEEK,	0,	[],	Neutral
706,	JAPAN SEEN CUTTING APRIL BOND COUPON FROM FIVE PCT,	0,	[],	Neutral
707,	SINGAPORE RULE CHANGES SEEN HAVING LITTLE IMPACT,	0,	[],	Neutral
708,	TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA,	1,	[benefit],	Positive
709,	VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE,	-1,	[strike],	Negative
710,	PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS,	-2,	[debt  narrower],	Negative
711,	GARCIA SAYS PERU NOT TRYING TO EXPORT DEBT STANCE,	-1,	[debt],	Negative
712,	SUPREME COURT UPHOLDS AFFIRMATIVE ACTION FOR WOMEN,	2,	[supreme  affirmative],	Positive
713,	ECONOMIC SPOTLIGHT - HONG KONG'S MORE ACTIVE ROLE,	0,	[],	Neutral
714,	GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER,	0,	[],	Neutral
715,	SRI LANKA TO LAUNCH APPEAL FOR DROUGHT AID,	0,	[appeal  drought],	Neutral
716,	MIYAZAWA SAYS MAJOR NATIONS ACTING ON PARIS ACCORD,	0,	[],	Neutral
717,	U.S. HOUSE PANEL APPROVES 400 MLN DLRS FOREIGN AID,	0,	[],	Neutral
718,	ECONOMIC SPOTLIGHT - TOKYO EARTHQUAKE AFTERSHOCKS,	0,	[],	Neutral
719,	Hoechst AG 1986 world group pretax profit 3.21 billion marks vs 3.16 billion,	0,	[],	Neutral
720,	AIDC ISSUES FIRST AUSTRALIAN DLR MEDIUM TERM NOTES,	0,	[],	Neutral
721,	MAZDA DOES NOT PLAN TO MAKE SPORTS CARS IN U.S.,	0,	[],	Neutral
722,	KAWASAKI TO INCREASE MOTORCYCLE OUTPUT,	0,	[],	Neutral
723,	BANK OF FRANCE LAUNCHES MONEY MARKET INTERVENTION TENDER - OFFICIAL,	1,	[tender],	Positive
724,	HOECHST AG HFAG.F YEAR 1986,	0,	[],	Neutral
725,	GERMAN TRADE  CURRENT ACCOUNT DATA DUE TODAY,	0,	[],	Neutral
726,	BANK OF FRANCE LAUNCHES MONEY MARKET TENDER,	1,	[tender],	Positive
727,	BP says it will tender for remaining 45 pct of Standard Oil at 70 dlrs a share cash,	1,	[tender],	Positive
728,	CHINA PROJECTS 1987 BUDGET DEFICIT INCREASE,	0,	[],	Neutral
729,	BP TO OFFER 7.4 BILLION DLRS FOR STANDARD SHARES,	0,	[],	Neutral
730,	HOECHST RAISES PROFITS ON LOWER SALES,	0,	[],	Neutral
731,	Danish overnight money market rate cut to 10 pct from 10.5 - central bank,	0,	[],	Neutral
732,	BHP NET SEEN AROUND 600 MLN DLRS FOR NINE MONTHS,	0,	[],	Neutral
733,	BP units seek five billion dlr revolving credit to support Standard Oil tender,	2,	[support  tender],	Positive
734,	INDIAN PLANT SIGNS FIRST ALUMINA EXPORT CONTRACT,	0,	[],	Neutral
735,	FRIED. KRUPP GMBH KRPG.D YEAR 1986,	0,	[],	Neutral
736,	NORDIC INVESTMENT BANK HAS ZERO COUPON BOND,	0,	[],	Neutral
737,	LUCAS INDUSTRIES PLC LUCS.L HALFYEAR ENDED JAN 31,	0,	[],	Neutral
738,	BP UNITS SEEK FIVE BILLION DLR REVOLVING CREDIT,	0,	[],	Neutral
739,	EUROFIMA LAUNCHING 40 MLN SWISS FRANC NOTES,	0,	[],	Neutral
740,	CLUB MEDITERRANEE CMI.PA - YEAR ENDED OCTOBER 31,	0,	[],	Neutral
741,	U.K. MONEY MARKET LIQUIDITY POSITION EXPECTED FLAT,	0,	[],	Neutral
742,	EC SUGAR TENDER SEEN AS FURTHER CONCESSION,	0,	[tender  concession],	Neutral
743,	German Feb current account surplus 6.6 billion marks (Jan surplus 4.8 billion) - official,	0,	[],	Neutral
744,	German February trade surplus 10.4 billion marks (Jan surplus 7.2 billion) - official,	0,	[],	Neutral
745,	GERMAN CURRENT ACCOUNT SURPLUS WIDENS IN FEBRUARY,	0,	[],	Neutral
746,	MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND,	0,	[],	Neutral
747,	KEATING REVISES DOWN AUSTRALIAN GROWTH FORECAST,	0,	[],	Neutral
748,	TAIWAN'S SAVINGS AT RECORD HIGH,	1,	[savings],	Positive
749,	SHORT-DATED SAUDI RIYAL RATES FIRM IN QUIET MARKET,	1,	[quiet],	Positive
750,	JAPAN BEEF PRICE SUPPORT CUT WILL NOT RAISE DEMAND,	1,	[support],	Positive
751,	FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY,	0,	[],	Neutral
752,	U.K. OILMEAL/VEG OIL PRODUCTION ROSE IN 1986,	0,	[],	Neutral
753,	BNP PLANS 100 MLN H.K. DLR CD ISSUE,	-1,	[issue],	Negative
754,	PHILIPPINES TO PUT 100 STATE FIRMS UP FOR SALE,	0,	[],	Neutral
755,	SINGAPORE LAWS TO LIBERALISE LOCAL CAPITAL MARKET,	0,	[],	Neutral
756,	SIEMENS SEES SALES NEAR 52 BILLION MARKS THIS YEAR,	0,	[],	Neutral
757,	KRUPP HAS SATISFACTORY 1986 RESULTS,	1,	[satisfactory],	Positive
758,	JAPANESE SCIENTISTS DEVELOP AIDS DETECTION MATERIAL,	0,	[],	Neutral
759,	NO PESSIMISM FOR GERMAN EXPORTERS  MINISTRY,	-1,	[pessimism],	Negative
760,	MONETARY AUTHORITIES SAID TO LOSE CREDIBILITY,	-1,	[lose],	Negative
761,	AUSTRIA MAKES TWO BILLION SCHILLING NOTE ISSUE,	-1,	[issue],	Negative
762,	FRANCE'S CAECL ISSUES THREE BILLION FRANC BOND,	0,	[],	Neutral
763,	UK FEB TRADE DEFICIT 224 MLN STG VS DEFICIT 527 MLN IN JAN - OFFICIAL.,	0,	[],	Neutral
764,	U.K. FEB CUURENT ACCOUNT SURPLUS 376 MLN STG VS JAN SURPLUS 73 MLN - OFFICIAL.,	0,	[],	Neutral
765,	MALAYSIAN CENTRAL BANK SEES HIGHER 1987 GROWTH,	0,	[],	Neutral
766,	U.K. VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY,	0,	[],	Neutral
767,	LUCAS SEES CONTINUED GROWTH IN SECOND HALF,	0,	[],	Neutral
768,	IWC ups Soviet grain 1986/87 import estimate three mln tonnes to 29 mln - official,	0,	[],	Neutral
769,	IWC lifts 1986/87 world wheat  coarse grain estimate one mln tonnes to record 1 377 mln,	-1,	[coarse],	Negative
770,	ECONOMIC SPOTLIGHT - SWISS BANKING SECRECY,	0,	[],	Neutral
771,	MONTREAL TRUSTCO ISSUES CANADIAN DOLLAR EUROBOND,	0,	[],	Neutral
772,	LIBYANS APPEAR TO BE PULLING OUT OF CHAD,	0,	[],	Neutral
773,	TRADE SURPLUS CUT WOULD BENEFIT JAPAN - SUMITA,	1,	[benefit],	Positive
774,	ALSTHOM AWARDED 900 MLN FRANC PAKISTANI DEAL,	1,	[awarded],	Positive
775,	COMMISSION APPROVES RAINBOW/PROGRESSIVE MERGER,	0,	[],	Neutral
776,	VIOLENCE REPORTED IN ECUADOR GENERAL STRIKE,	-1,	[strike],	Negative
777,	U.K. MONEY MARKET FORECAST REVISED TO DEFICIT,	0,	[],	Neutral
778,	IWC LIFTS WORLD GRAIN OUTPUT ESTIMATE TO RECORD,	0,	[],	Neutral
779,	BANK OF JAPAN BUYS SMALL QUANTITY DOLLARS -DEALERS,	0,	[],	Neutral
780,	U.K. TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT,	0,	[],	Neutral
781,	ECC APPROVES MONTEDISON/HERCULES VENTURE,	0,	[],	Neutral
782,	EC SELLS BUTTER STOCKS TO SOVIET UNION,	0,	[],	Neutral
783,	GERMAN NET CURRENCY RESERVES RISE,	0,	[],	Neutral
784,	WORLD BANK CHIEF CONCERNED ABOUT BRAZIL ECONOMY,	-1,	[concerned],	Negative
785,	ITALIAN TREASURY ANNOUNCES CERTIFICATE OFFER,	0,	[],	Neutral
786,	GUINNESS PEAT HAS CASH ADVANCE FACILITY,	0,	[],	Neutral
787,	SUMITOMO BANK HAS 500 MLN STG CD PROGRAM,	0,	[],	Neutral
788,	CURRENCY EXCHANGE LOSS PUSHES MALAYSIA'S DEBT UP,	-2,	[loss  debt],	Negative
789,	IWC SAYS EFFECT OF LOWER SUPPORT PRICES LIMITED,	0,	[support  limited],	Neutral
790,	SANDOZ HAS 50 MLN DLR EURO-CP PROGRAM,	0,	[],	Neutral
791,	U.S. TREASURY'S BAKER OPPOSES TAX INCREASE,	0,	[],	Neutral
792,	PHILIPPINE DEBT TALKS PROCEED WITH NARROWER FOCUS,	-2,	[debt  narrower],	Negative
793,	TREASURY'S BAKER SAYS HE STANDS BY PARIS PACT,	0,	[],	Neutral
794,	TREASURY'S BAKER DECLINES COMMENT ON VOLCKER,	-1,	[declines],	Negative
795,	GERMAN ANALYSTS SEE GOLD RISING IN 2ND HALF 1987,	1,	[gold],	Positive
796,	CAMBRIAN AND GENERAL NOTES RELISTED IN LONDON,	0,	[],	Neutral
797,	GULF ESCORTS STILL UNDER DISCUSSION - WEINBERGER,	0,	[],	Neutral
798,	AUSTRIA TREASURY NOTE ISSUE LIKELY TO BE INCREASED,	-1,	[issue],	Negative
799,	NEW CAPITAL RULES WOULD FAVOR FIRST INTERSTATE,	1,	[favor],	Positive
800,	FIRST INTERSTATE I ESTIMATES LOSS ON BRAZIL,	-1,	[loss],	Negative
801,	FRENCH UNEMPLOYMENT RISES TO SEASONALLY ADJUSTED 2.65 MLN IN FEBRUARY - OFFICIAL,	0,	[],	Neutral
802,	CONRAIL INITIAL OFFER PRICED AT 28 DLRS SHARE,	0,	[],	Neutral
803,	MICKELBERRY CORP MBC 4TH QTR NET,	0,	[],	Neutral
804,	HOLIDAY HIA SEES RULING NEXT WEEK ON PLAN,	0,	[],	Neutral
805,	MICKELBERRY MBC COMPLETES SALE OF UNIT,	0,	[],	Neutral
806,	FLUOROCARBON CO FCBN 4TH QTR JAN 31 NET,	0,	[],	Neutral
807,	ROSTENKOWSKI SAYS REAGAN MUST RECONSIDER TAX RISE,	0,	[],	Neutral
808,	FRENCH FEBRUARY UNEMPLOYMENT HITS RECORD 2.65 MLN,	0,	[],	Neutral
809,	TREASURY'S BAKER OPPOSES STOCK TRANSACTION TAX,	0,	[],	Neutral
810,	PHILIPS ELECTRICAL SELLS STAKE IN UNIDARE,	0,	[],	Neutral
811,	AMERICAN MEDICAL INTERNATIONAL INC 2ND QTR SHR PROFIT 32 CTS VS LOSS 95 CTS,	-1,	[loss],	Negative
812,	BAKER SEES 15 TO 20 BILLION DLR DROP IN TRADE GAP,	0,	[],	Neutral
813,	NEW GENERATION FOODS NGEN SELLS SHARES,	0,	[],	Neutral
814,	AMERICAN MEDICAL INTERNATIONAL INC AMI NET,	0,	[],	Neutral
815,	SIEMENS U.S. TURNOVER TO RISE IN CURRENT YEAR,	0,	[],	Neutral
816,	F.W. DODGE REPORTS FEBRUARY CONSTRUCTION DROPS,	0,	[],	Neutral
817,	U.K. VISIBLE TRADE DEFICIT NARROWS IN FEBRUARY,	0,	[],	Neutral
818,	FRENCH RESERVES FALL ON DEBT REPAYMENT,	-2,	[fall  debt],	Negative
819,	FOOTE MINERAL CO IN LETTER OF INTENT TO MERGE INTO RIO TINTO-ZINC,	0,	[],	Neutral
820,	German March cost of living 0.2 pct below year ago (Feb 0.5 pct below) - official,	0,	[],	Neutral
821,	TRIZEC CORP LTD 1ST QTR JAN 31 NET,	0,	[],	Neutral
822,	BRANIFF BAIR MAY GET MEXICAN SERVICE AUTHORITY,	0,	[],	Neutral
823,	BOSTON EDISON CO BSE REGULAR DIVIDEND,	0,	[],	Neutral
824,	NIPPON SIGNAL ISSUES 50 MLN SWISS FRANC NOTES,	0,	[],	Neutral
825,	GERMAN COST OF LIVING FALLS IN MARCH ON YEAR-AGO,	-1,	[falls],	Negative
826,	BRITISH BANKS RESIST SIGNING MEXICO PACKAGE  SEEK MORE EQUITABLE CONTRIBUTIONS - LLOYDS,	1,	[equitable],	Positive
827,	TURKEY COULD APPLY FOR EC MEMBERSHIP BY EARLY MAY,	0,	[],	Neutral
828,	BRITISH BANKS SEEK MORE EQUITABLE CONTRIBUTIONS ON MEXICO PACKAGE - LLOYDS,	1,	[equitable],	Positive
829,	FOOTE MINERAL FTE TO MERGE INTO RIO TINTO,	0,	[],	Neutral
830,	U.S. FIRST TIME JOBLESS CLAIMS ROSE IN WEEK,	-1,	[jobless],	Negative
831,	BRITISH BANKS RESIST SIGNING MEXICO PACKAGE,	0,	[],	Neutral
832,	HONG KONG FEBRUARY TRADE SWINGS INTO DEFICIT,	0,	[],	Neutral
833,	BEST PRODUCTS CO INC 4TH QTR SHR 1.44 DLRS VS 83 CTS,	1,	[best],	Positive
834,	GENERALE HEAD CALLS FOR BELGIAN BANK FLEXIBILITY,	1,	[flexibility],	Positive
835,	BEST PRODUCTS CO BES 4TH QTR JAN 31 NET,	1,	[best],	Positive
836,	K MART KM TO SUPPLY HOME SHOPPING NETWORK,	0,	[],	Neutral
837,	BANK OF SPAIN PROVIDES YEAR RECORD ASSISTANCE FUNDS,	0,	[],	Neutral
838,	GREAT WESTERN GWF TO REDEEM DEBENTURES,	2,	[great  redeem],	Positive
839,	CHINA  PORTUGAL INITIAL MACAO PACT,	0,	[],	Neutral
840,	ETHYL CORP EY UNITS COMPLETE ACQUISITON,	0,	[],	Neutral
841,	JEFFERIES IS MAKING A MARKET IN STANDARD SRD,	0,	[],	Neutral
842,	COLONIAL CABK TALKS WITH DISSIDENTS BREAK DOWN,	-2,	[dissidents  break],	Negative
843,	BRITISH POLITICIANS URGE JAPAN TRADE SANCTIONS,	0,	[],	Neutral
844,	U.K. TRADE FIGURES BUOY HOPES OF INTEREST RATE CUT,	0,	[],	Neutral
845,	S. KOREA MAY BUY U.S. OIL TO AID TRADE BALANCE,	0,	[],	Neutral
846,	BP BP TO HOLD NEW YORK PRESS CONFERENCE,	0,	[],	Neutral
847,	U.S. TREASURY'S MULFORD REAFFIRMS G-6 PACT TO FOSTER CURRENCY STABILITY AROUND CURRENT LEVELS,	1,	[stability],	Positive
848,	TREASURY'S MULFORD SAYS G-6 HAS NO CURRENCY TARGET ZONES  RANGES,	0,	[],	Neutral
849,	GERMAN ANALYSTS SEE GOLD FIRMING LATER THIS YEAR,	1,	[gold],	Positive
850,	ESSEX CHEMICAL ESX SELLS CONVERTIBLE DEBT,	-1,	[debt],	Negative
851,	U.K. MONEY MARKET RECEIVES 226 MLN STG ASSISTANCE,	0,	[],	Neutral
852,	SWEDEN REVISES BUDGET FORECASTS,	0,	[],	Neutral
853,	BANK OF FRANCE LEAVES MONEY MARKET INTERVENTION RATE UNCHANGED AT 7-3/4 PCT - OFFICIAL,	0,	[],	Neutral
854,	MCO MCO  MAXXAM MXM HOLDERS APPROVE MERGER,	1,	[approve],	Positive
855,	CANADA DETAILS TWO BOND AUCTIONS,	0,	[],	Neutral
856,	PRICE CO PCLB 2ND QTR MARCH 15 NET,	0,	[],	Neutral
857,	CAROLIAN SYSTEMS SEES LOWER FISCAL 1987 PROFIT,	0,	[],	Neutral
858,	BANK OF FRANCE BUYS DOLLARS  SELLS YEN - DEALERS,	0,	[],	Neutral
859,	TUNISIA TO BREAK TIES WITH IRAN,	-1,	[break],	Negative
860,	U.S TREASURY'S MULFORD REAFFIRMS G-6 AGREEMENT,	1,	[agreement],	Positive
861,	FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED,	1,	[free],	Positive
862,	U.S. GOLD EAGLE SALES PROJECTED AT 3.1 MLN OUNCES,	1,	[gold],	Positive
863,	NEOAX NOAX TO SELL NOVATRONICS FOR 20 MLN DLRS,	0,	[],	Neutral
864,	PONCE FEDERAL BANK FSB PFBS RAISES DIVIDEND,	0,	[],	Neutral
865,	FOOTHILL GROUP FGI SEES BETTER FIRST QUARTER,	1,	[better],	Positive
